state,district,school_name,School Management,Address,Class,Edu. District,Edu. Block,LGD Block,LGD Panchayat,LGD Village,LGD Ward,class,School Type,School Category,School Location,School Type,State,Urban Local Body
GUJARAT,AHMEDABAD,A.G.VIDHYALAY,4-Government Aided,A.G.VIDHYALAY CHIYADA TA-BAVLA DIST-AHMEDABAD PIN-382220,,Ahmedabad,Bavla,Bavla,Chiyada,Chiyada,,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,1-Rural,,Gujarat,
GUJARAT,AHMEDABAD,AHMEDABAD INTERNATIONAL SCHOOL,5-Pvt. Unaided (Recognized),"B/H KIRAN MOTORS,BODKDEV,AHMEDABAD",1 To 12,Ahmedabad,Amc,NA,,,"Thaltej, Ahmedabad (M.Corp.) Ward No. 8",,,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,A.H.SHAH VIDHYA VIHAR,4-Government Aided,"VAHELA,TA DASKROI,DIST AHMEDABAD",6 To 8,Ahmedabad,Dascroi,Daskroi,Vahelal,Vahelal,,,,4-Upper Primary only,1-Rural,3-Co-educational,Gujarat,
GUJARAT,AHMEDABAD,AIM INTERNATIONAL SCHOOL ENG MED,5-Pvt. Unaided (Recognized),"BEHIND OM SHANTINAGAR PART-2, LAMBHA-VATVA CANAL ROAD, VATVA, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Vatava, Ahmedabad (M.Corp.) Ward No. 47",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AIM INTERNATIONAL SCHOOL GUJ MED,5-Pvt. Unaided (Recognized),"BEHIND OM SHANTINAGAR PART-2, LAMBHA-VATVA CANAL ROAD, VATVA, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Vatava, Ahmedabad (M.Corp.) Ward No. 47",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AIM INTERNATIONAL SCHOOL GUJ MED (11 TO 12),5-Pvt. Unaided (Recognized),"BEHIND OM SHANTINAGAR PART-2, LAMBHA-VATVA CANAL ROAD, VATVA, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Vatava, Ahmedabad (M.Corp.) Ward No. 47",11 To 12,3-Co-educational,11-Higher Secondary only/Jr. College,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AIM INTERNATIONAL SCHOOL GUJ MED (9 TO 10),5-Pvt. Unaided (Recognized),"BEHIND OM SHANTINAGAR PART-2, LAMBHA-VATVA CANAL ROAD, VATVA, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Lambha, Ahmedabad (M.Corp.) Ward No. 46",9 To 10,3-Co-educational,8-Secondary Only,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AIM INTERNATION SCHOOL ENG MED,5-Pvt. Unaided (Recognized),"BEHIND OM SHANTINAGAR PART-2, LAMBHA-VATVA CANAL ROAD, VATVA, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Vatava, Ahmedabad (M.Corp.) Ward No. 47",9 To 10,3-Co-educational,8-Secondary Only,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AIRPORT SCHOOL,5-Pvt. Unaided (Recognized),"AAI RESIDENTIAL QUARTERS, OPP. SVPI AIRPORT, SARDARNAGAR, AHMEDABAD-382475",1 To 12,Ahmedabad,Amc,NA,,,"Sardarnagar, Ahmedabad (M.Corp.) Ward No. 11",,,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AJAJI NI MUVADI PRI.SCHOOL,3-Local Body,"AJAJI NI MUVADI,TA DASKROI,DIST AHMEDABAD",,Ahmedabad,Dascroi,Daskroi,Vadod,Vadod,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,AHMEDABAD,AKARU PRIMARY SCHOOL,3-Local Body,AT AKRU TA DHANDHUKA DIST AHMEDABAD,1 To 8,Ahmedabad,Dhandhuka,Dhandhuka,Akru,Akru,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,AHMEDABAD,AKHANDANAND HIGHER SECONADRY SCHOOL,5-Pvt. Unaided (Recognized),"HARIBANSH SOC, NEAR FIRE STATION, OIS SHAHPUR GATE, SHAHPUR, AHMEDABAD - 380004",11 To 12,Ahmedabad,Amc,NA,,,"Shapur, Ahmedabad (M.Corp.) Ward No. 17",,,11-Higher Secondary only/Jr. College,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKHANDANAND HINDI HIGH SCHOOL,4-Government Aided,"HARIBANESH SOCITY, Nr. FIRE STATION, O/S SHAHPUR GATE, SHAHPUR, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Shapur, Ahmedabad (M.Corp.) Ward No. 17",9 To 12,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKHANDANAND HINDI VIDHYALAY,5-Pvt. Unaided (Recognized),"HARIBANSH SOCEITY, Nr, SHAHPUR FIRE STATION, O/S SHAHPUR GATE , SHAHPUR , AHMEDABAD",1 To 8,Ahmedabad,Amc,NA,,,"Shapur, Ahmedabad (M.Corp.) Ward No. 17",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKHANDANAND MADHYAMIK SHALA,4-Government Aided,"HARIBANSH SOCITY, Nr. FIRE STATION , O/S SHAHPUR GATE, SHAHPUR, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Shapur, Ahmedabad (M.Corp.) Ward No. 17",9 To 10,3-Co-educational,8-Secondary Only,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKHANDANAND PRATHMIK SHALA,5-Pvt. Unaided (Recognized),"HARIBANSH SOCIETY, Nr. FIRE STATION,O/S SHAHPUR GATE, SHAHPUR, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Shapur, Ahmedabad (M.Corp.) Ward No. 17",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKSAR DHAM VIDHYAMANDIR,5-Pvt. Unaided (Recognized),uttamnagar bapunagar,1 To 8,Ahmedabad,Amc,NA,,,"Nikol, Ahmedabad (M.Corp.) Ward No. 24",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,A.K.S. ENG MED HIGH SCHOOL,5-Pvt. Unaided (Recognized),"Deepmala complex, near cadila bridge, ghodasar ahmedabad.",,Ahmedabad,Amc,NA,,,"Ramol Hathijan, Ahmedabad (M.Corp.) Ward No. 48",1 To 10,3-Co-educational,6-Pr. Up Pr. and Secondary Only,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKSHAR ENGLISH SCHOOL,5-Pvt. Unaided (Recognized),uttamnagar nikol gam,1 To 5,Ahmedabad,Amc,NA,,,"Nikol, Ahmedabad (M.Corp.) Ward No. 24",,,1-Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKSHAR GYAN VIDHYALAY,4-Government Aided,NARAYANNAGAR BAPUNAGAR AHMEDABAD,9 To 12,Ahmedabad,Amc,NA,,,"Nikol, Ahmedabad (M.Corp.) Ward No. 24",,,10-Secondary with Higher Secondary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKSHARGYAN VIDHYALAY,5-Pvt. Unaided (Recognized),narayannagar bapunagar ahmedabad,1 To 8,Ahmedabad,Amc,NA,,,"Nikol, Ahmedabad (M.Corp.) Ward No. 24",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKSHAR PRI SCHOOL,5-Pvt. Unaided (Recognized),"SHREE NAGAR SOCITY, OPP. KESHARBAG WADI, NAVA WADAJ, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Nava Vadaj, Ahmedabad (M.Corp.) Ward No. 6",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKSHAR VIDHYALAY,5-Pvt. Unaided (Recognized),pramukhnagar rc technical road Ghatodia,9 To 12,Ahmedabad,City,NA,,,"Ghatlodiya, Ahmedabad (M.Corp.) Ward No. 7",1 To 8,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKSHAR VIDYALAY,5-Pvt. Unaided (Recognized),Pramukhnagar R. C technical road Ghatlodia,1 To 8,Ahmedabad,Amc,NA,,,"Ghatlodiya, Ahmedabad (M.Corp.) Ward No. 7",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKSHAR VIDYALAYA,5-Pvt. Unaided (Recognized),OPP PUNITNAGAR RAILWAY CROSSING GHODASAR NR ISANPUR HIGHWAY AHMEDABAD,9 To 12,Ahmedabad,Amc,NA,,,"Vatava, Ahmedabad (M.Corp.) Ward No. 47",,,10-Secondary with Higher Secondary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AKSHAR VIDYAVIHAR GIRLS SCHOOL,4-Government Aided,"ANKUR SOCIETY, NR. VIJAYPARK BRTS BUS STAND,KRISHNA NAGAR, AHMEDABAD - 382345",,Ahmedabad,Amc,NA,,,"Saijpur Bogha, Ahmedabad (M.Corp.) Ward No. 13",9 To 12,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,A.K.VIDHYA MANDIR BAVALA,4-Government Aided,A.K. VIDHYA MANDIR SECONDARY SCHOOL NR SHANTI NAGAR SOCIETY BAVLA PIN - 382220,,Ahmedabad,Bavla,NA,,,Bavla (M) - Ward No.7,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Bavla-Municipality
GUJARAT,AHMEDABAD,A.K.VIDYA MANDIR (UPPER PRIMARY),4-Government Aided,A K VIDHYA MANDIR PRIMARY SECTION NR SHANTI NAGAR SOCIETY BAVLA DIST-AHMEDABAD PIN-382220,6 To 8,Ahmedabad,Bavla,NA,,,Bavla (M) - Ward No.7,,,4-Upper Primary only,2-Urban,3-Co-educational,Gujarat,Bavla-Municipality
GUJARAT,AHMEDABAD,ALBADAR PRIMARY SCHOOL,3-Local Body,"ALBADAR PARK SOCIETY , NR. RAIYAPUR , TA- VIRAMGAM , DIST - AHMEDABAD",,Ahmedabad,Viramgam,NA,,,Viramgam (M) - Ward No.9,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Viramgam-Municipality
GUJARAT,AHMEDABAD,ALEX ENGLISH SCHOOL,5-Pvt. Unaided (Recognized),RADHE PARK NE ASOPALAV VATVA,1 To 5,Ahmedabad,Amc,NA,Moraiya,Moraiya (Og),"Vatava, Ahmedabad (M.Corp.) Ward No. 47",1 To 5,3-Co-educational,1-Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AL FALAH ENGLISH SCHOOL,5-Pvt. Unaided (Recognized),DABINAGAR NEAR AHAND MASJIDNBAREL MARKET DANILIMDA AHMEDABAD,,Ahmedabad,Amc,NA,,,"Danilimda, Ahmedabad (M.Corp.) Ward No. 36",1 To 5,3-Co-educational,1-Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AL FALAH ISLAMIC SCHOOL,5-Pvt. Unaided (Recognized),"Near Bagbaan Residency, Opp. Reliance Petrol Pump, Rakhial, Ahmedabad-380023.",,Ahmedabad,Amc,NA,,,"Jamalpur, Ahmedabad (M.Corp.) Ward No. 29",1 To 5,3-Co-educational,1-Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AL FARUK PRI SCHOOL,5-Pvt. Unaided (Recognized),14 shakti society opp firdos masjid danilimda ahmedabad,,Ahmedabad,Amc,NA,,,"Danilimda, Ahmedabad (M.Corp.) Ward No. 36",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AL-HUDA ISLAMIC ENGLISH SCHOOL,5-Pvt. Unaided (Recognized),"FATEHWADI,SARKHEJ ROAD,AHMEDABAD",1 To 5,Ahmedabad,Amc,NA,,,"Maktampura, Ahmedabad (M.Corp.) Ward No. 34",,,1-Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,ALIGADH PRIMARY SCHOOL,3-Local Body,"ALIGADH PRIMARY SCHOOL , MANDAL ROAD , VIRAMGAM , TA - VIRAMGAM , DIST- AHMEDABAD",1 To 8,Ahmedabad,Viramgam,NA,,,Viramgam (M) - Ward No.1,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Viramgam-Municipality
GUJARAT,AHMEDABAD,AL IMAN PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),"al iman primary,husaini park juhapura",1 To 8,Ahmedabad,Amc,NA,,,"Maktampura, Ahmedabad (M.Corp.) Ward No. 34",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,ALISHAN ENGLISH SCHOOL,5-Pvt. Unaided (Recognized),ALISHAN ENGLISH SCHOOL NAROL ROAD,1 To 5,Ahmedabad,Amc,NA,,,"Nikol, Ahmedabad (M.Corp.) Ward No. 24",,,1-Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,ALISHAN HIGH SCHOOL & H.S SEC SCHOOL,5-Pvt. Unaided (Recognized),AZAD NAGAR FAISAL PARK OPP BRTS WORK SHOP DEPO CHANDOLA NAROL ROAD AHMEDABAD,9 To 12,Ahmedabad,Amc,NA,,,"Isanpur, Ahmedabad (M.Corp.) Ward No. 45",,,10-Secondary with Higher Secondary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,ALISHAN PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),AZAD NAGAR FAISAL PARK OPP BRTS WORK SHOP DEPO CHANDOLA NAROL ROAD AHMEDABAD,1 To 8,Ahmedabad,Amc,NA,,,"Vatava, Ahmedabad (M.Corp.) Ward No. 47",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AL-KAREEM PRATHMIK SHALA (GUJ),5-Pvt. Unaided (Recognized),SUNDARAMNAGAR B/H MANIYAR TAILOR RAKHIAL AHMEDABAD,,Ahmedabad,Amc,NA,,,"Amraivadi, Ahmedabad (M.Corp.) Ward No. 39",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AL-KARIM ENGLISH SCHOOL,5-Pvt. Unaided (Recognized),106/1827 SUNDARAMNAGAR B/H MANIYAR TRAILOR RAKHIAL AHMEDABAD-23,,Ahmedabad,Amc,NA,,,"Amraivadi, Ahmedabad (M.Corp.) Ward No. 39",1 To 5,3-Co-educational,1-Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AL-KARIM PRIMARY SCHOOL (URDU),5-Pvt. Unaided (Recognized),"106/1827, SUNDARAMNAGAR RAKHIAL AHMEDABAD 23",,Ahmedabad,Amc,NA,,,"Baherampura, Ahmedabad (M.Corp.) Ward No. 35",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,ALPHA INTERNATIONAL SCHOOL,5-Pvt. Unaided (Recognized),Moraiya Alpha International School opposite nayara petrol pump moraiya gam road moraiya,,Ahmedabad,Sanand,Sanand,Changodar,Changodar (Og),,1 To 10,3-Co-educational,6-Pr. Up Pr. and Secondary Only,1-Rural,,Gujarat,
GUJARAT,AHMEDABAD,ALPHA INTERNATIONAL SCHOOL(ENGLISH),5-Pvt. Unaided (Recognized),Moraiya Alpha International School opposite nayara petrol ump moraiya gam road sanand,,Ahmedabad,Sanand,Sanand,Changodar,Changodar (Og),,1 To 10,3-Co-educational,6-Pr. Up Pr. and Secondary Only,1-Rural,,Gujarat,
GUJARAT,AHMEDABAD,ALPHA INTERNATIONAL SCHOOL GUJ,5-Pvt. Unaided (Recognized),"OPP OGANAJ MUNICIPAL BUS STAND,GOT,TA DASKROIOPP",,Ahmedabad,Amc,NA,,,"Gota, Ahmedabad (M.Corp.) Ward No. 1",1 To 10,3-Co-educational,6-Pr. Up Pr. and Secondary Only,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMANAGAR PRIMARY SCHOOL,3-Local Body,"AT-AMANAGAR, TA-SANAND, DIST-AHMEDABAD",1 To 8,Ahmedabad,Sanand,Sanand,Chekhla,Chekhla,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,AHMEDABAD,AMAN PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),95 NABINAGAR OPP P W D NAROL ROAD DANILIMDA,,Ahmedabad,Amc,NA,,,"Danilimda, Ahmedabad (M.Corp.) Ward No. 36",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMARDEEP H S SCHOOL NARAYANNAGAR,4-Government Aided,"NR SABAR FLAT, CHANDRANAGAR BRTS, PALDI, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Paldi, Ahmedabad (M.Corp.) Ward No. 30",9 To 12,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMARDEEP PRI SCHOOL,5-Pvt. Unaided (Recognized),"AMARDEEP PRI SCHOOL, PALDI, AHMEDABAD",1 To 8,Ahmedabad,Amc,NA,,,"Paldi, Ahmedabad (M.Corp.) Ward No. 30",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMARGHAD PRIMARY SCHOOL,3-Local Body,"AT-AMARGADH, TA-SANAND, DIST-AHMEDABAD",1 To 8,Ahmedabad,Sanand,Sanand,Telav,Telav (Og),,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,AHMEDABAD,AMARJYOT ENG SCHOOL,5-Pvt. Unaided (Recognized),NR LAST BUS STOP MEGHANINAGAR,1 To 8,Ahmedabad,Amc,NA,,,"Khadiya, Ahmedabad (M.Corp.) Ward No. 28",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMAR JYOT HIGH SCHOOL,4-Government Aided,b/h dena bank meghaninagar ahamedabad,9 To 12,Ahmedabad,Amc,NA,,,"Asarva, Ahmedabad (M.Corp.) Ward No. 15",,,10-Secondary with Higher Secondary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMARJYOTI PRI SCHOOL,5-Pvt. Unaided (Recognized),"JANATANAGAR RAMOL, AHMEDABD",1 To 8,Ahmedabad,Amc,NA,,,"Ramol Hathijan, Ahmedabad (M.Corp.) Ward No. 48",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMARNAGAR PRIMARY SCHOOL,3-Local Body,"AMARNAGAR PRI. SCHOOL, TA - DETROJ, DIST - AHMEDABAD",,Ahmedabad,Detroj-rampura,Detroj Rampura,Abasna,Abasna,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,AHMEDABAD,AMAR (PRIV. SCHOOL),5-Pvt. Unaided (Recognized),AMAR PRI SCHOOL CHANDKHEDA GANDHINAGAR,,Ahmedabad,Amc,NA,,,"Chandkheda, Ahmedabad (M.Corp.) Ward No. 3",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMARPURA HINDI - 1,10-Municipal School Board (MSB),"MADHUPURA HINDI 1 , BARDOLPURA,MADHUPURA,382424",,Ahmedabad,Amc,NA,,,"Dariyapur, Ahmedabad (M.Corp.) Ward No. 21",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMARPURA  PRIMARY SCHOOL,3-Local Body,"AMARPURA PRI. SCHOOL, TA - DETROJ, DIST - AHMEDABAD",,Ahmedabad,Detroj-rampura,Detroj Rampura,Sunvala,Sunvala,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,AHMEDABAD,AMBALI PRIMARY SCHOOL,3-Local Body,"At.Ambali , Ta.Dholera , Dist.Ahmedabad",1 To 8,Ahmedabad,Dholera,Dholera,Ambli,Ambli,"Thaltej, Ahmedabad (M.Corp.) Ward No. 8",,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMBALIYARA PRIMARY SCHOOL,3-Local Body,AT AMBALIYARA TA DHOLKA DIST AHMEDABAD 382225,,Ahmedabad,Dholka,Dholka,Ambaliyara,Ambaliyara,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,AHMEDABAD,AMBARELI PRIMARY SCHOOL,3-Local Body,AMBARELI PRIMARY SCHOOL AT AMBARELI TA DHOLKA DIST AHMEDABAD,,Ahmedabad,Dholka,Dholka,Ambareli,Ambareli,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,AHMEDABAD,AMBAVADIYA PRIMARY SCHOOL,3-Local Body,ambavadiya primary school ta-bavla dist-ahmedabad pin 382220,,Ahmedabad,Bavla,Bavla,Vasna Dhedhal,Vasna Dhedhal,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,AHMEDABAD,AMBETHI PRIMARY SCHOOL,3-Local Body,AMBETHI PRIMARY SCHOOL AT AMBETHI TA DHOLKA DIST AHMEDABAD,,Ahmedabad,Dholka,Dholka,Ambethi,Ambethi,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,AHMEDABAD,AMBICA MADHYMIK SHALA,5-Pvt. Unaided (Recognized),"A-61,PARAMSUKH NEAR PINK CITY RANIP,AHMEDABAD",,Ahmedabad,City,NA,,,"Ranip, Ahmedabad (M.Corp.) Ward No. 5",9 To 12,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMBICA VIDHYALAY,5-Pvt. Unaided (Recognized),"JAHAGIRPURA VAS, SAIJPUR BOGHA, AHMEDABAD",,Ahmedabad,Amc,NA,,,"Saijpur Bogha, Ahmedabad (M.Corp.) Ward No. 13",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMBIKA GUJ SCH. NO - 1,10-Municipal School Board (MSB),OPP SWIMMING POOL AMBIKANAGAR ODHAV,1 To 8,Ahmedabad,Amc,NA,,,"Odhav, Ahmedabad (M.Corp.) Ward No. 40",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMBIKA HINDI SCHOOL NO - 1,10-Municipal School Board (MSB),NEAR MUNICIPAL SWIMMING POOL AMBIKANAGAR ODHAV 382415 -382415,,Ahmedabad,Amc,NA,,,"Odhav, Ahmedabad (M.Corp.) Ward No. 40",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMBIKA PRATHMIK SHALA,5-Pvt. Unaided (Recognized),PURNIMANAGAR RAJENDRA PARK ROAD KENAL PASE ODHA,,Ahmedabad,Amc,NA,,,"Odhav, Ahmedabad (M.Corp.) Ward No. 40",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMBIKA PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),"BAPUNAGAR, AHMEDABAD",1 To 8,Ahmedabad,Amc,NA,,,"Bapurnagar, Ahmedabad (M.Corp.) Ward No. 26",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMBIKA PRI SCHOOL,5-Pvt. Unaided (Recognized),OPP GITA PARK SOCIETY SURELIYA AESTATE ROAD VASTRAL AHMEDABAD,,Ahmedabad,Amc,NA,,,"Ramol Hathijan, Ahmedabad (M.Corp.) Ward No. 48",1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMBIKA PRI.SCHOOL,3-Local Body,"PO VADOD,TA DASKROI,DIST AHMEDABAD",1 To 8,Ahmedabad,Dascroi,Daskroi,Vadod,Vadod,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,AHMEDABAD,AMBIKA VIDHYALAY GIRLS,4-Government Aided,PURNIMANAGAR Rajendrapark road odhav,9 To 10,Ahmedabad,Amc,NA,,,"Amraivadi, Ahmedabad (M.Corp.) Ward No. 39",,,8-Secondary Only,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMD TAMIL HIGHER SEC. SCHOOL,4-Government Aided,AHMEDABAD TAMIL HIGHER SECONDARY SCHOOL MANINAGAR,,Ahmedabad,Amc,NA,,,"Maninagar, Ahmedabad (M.Corp.) Ward No. 37",9 To 12,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMDUPURA - 1,10-Municipal School Board (MSB),"End of kalupur bridge,naroda road,ahmedabad",1 To 8,Ahmedabad,Amc,NA,,,"Naroda, Ahmedabad (M.Corp.) Ward No. 12",,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
GUJARAT,AHMEDABAD,AMDUPURA 2,10-Municipal School Board (MSB),"kalupur brize, ahmedabad",1 To 5,Ahmedabad,Amc,NA,,,"Naroda, Ahmedabad (M.Corp.) Ward No. 12",,,1-Primary,2-Urban,3-Co-educational,Gujarat,Ahmadabad-Municipal Corporations
